FaceID,X,Y,Z,Pressure
6294,0.115832667032878,0.09821400197347,0.169341069539388,4936.915039
6295,0.116165334065755,0.0980140024820964,0.171807067871094,4910.76709
6296,0.115832667032878,0.09821400197347,0.163174402872721,4936.54541
6297,0.116165334065755,0.0980140024820964,0.165674402872721,4929.274414
6298,0.115832667032878,0.09821400197347,0.157007064819336,4949.443359
6299,0.116165334065755,0.0980140024820964,0.159540400187174,4946.231934
6300,0.115832667032878,0.09821400197347,0.150840398152669,4949.147461
6301,0.116165334065755,0.0980140024820964,0.153407063802083,4953.722168
6302,0.115832667032878,0.09821400197347,0.144673736572266,4927.670898
6303,0.116165334065755,0.0980140024820964,0.147273732503255,4944.872559
6304,0.115832667032878,0.09821400197347,0.138505732218424,4890.609375
6305,0.116165334065755,0.0980140024820964,0.141139734903971,4914.040527
6306,0.115832667032878,0.09821400197347,0.132339065551758,4862.727051
6307,0.116165334065755,0.0980140024820964,0.135005065917969,4881.35791
6308,0.115832667032878,0.09821400197347,0.126172398885091,4844.508789
6309,0.116165334065755,0.0980140024820964,0.128872400919596,4861.072754
6310,0.115832667032878,0.09821400197347,0.120006401062012,4833.921387
6311,0.116165334065755,0.0980140024820964,0.122739067077637,4849.922852
6312,0.115832667032878,0.09821400197347,0.113839734395345,4814.641602
6313,0.116165334065755,0.0980140024820964,0.11660706837972,4832.175293
6314,0.115832667032878,0.09821400197347,0.107673065185547,4805.083008
6315,0.116165334065755,0.0980140024820964,0.110473065694173,4810.839355
6316,0.115832667032878,0.09821400197347,0.10150639851888,4833.626953
6317,0.116165334065755,0.0980140024820964,0.104340398152669,4813.123535
6318,0.115832667032878,0.09821400197347,0.0953390655517578,4890.055664
6319,0.116165334065755,0.0980140024820964,0.0982057317097982,4851.681641
6320,0.115832667032878,0.09821400197347,0.0891724014282227,4911.044434
6321,0.116165334065755,0.0980140024820964,0.09207240041097,4895.62793
6322,0.115832667032878,0.09821400197347,0.0830050684611003,4857.700684
6323,0.116165334065755,0.0980140024820964,0.0859384028116862,4879.142578
6324,0.115832667032878,0.09821400197347,0.0768383992513021,4800.747559
6325,0.116165334065755,0.0980140024820964,0.079805066426595,4837.364746
6326,0.115832667032878,0.09821400197347,0.0706717325846354,4766.941406
6327,0.116165334065755,0.0980140024820964,0.0736717325846354,4811.285156
6328,0.115832667032878,0.09821400197347,0.064504399617513,4753.817871
6329,0.116165334065755,0.0980140024820964,0.0675383987426758,4794.869141
6330,0.115832667032878,0.09821400197347,0.0583377354939779,4715.625977
6331,0.116165334065755,0.0980140024820964,0.0614043998718262,4757.489258
6332,0.115832667032878,0.09821400197347,0.0521703987121582,4728.913086
6333,0.116165334065755,0.0980140024820964,0.0552710660298665,4706.766602
6334,0.115832667032878,0.09821400197347,0.0460037320454915,4922.37207
6335,0.116165334065755,0.0980140024820964,0.0491363970438639,4729.491699
6336,0.115832667032878,0.09821400197347,0.0398370653788249,5211.453125
6337,0.116165334065755,0.0980140024820964,0.0430037320454915,4806.423828
6338,0.115832667032878,0.09821400197347,0.0336704037984212,5274.726562
6339,0.116165334065755,0.0980140024820964,0.0368697344462077,5113.731934
6340,0.115832667032878,0.09821400197347,0.0275043983459473,5811.172363
6341,0.116165334065755,0.0980140024820964,0.030737735748291,5412.626465
6342,0.115832667032878,0.09821400197347,0.0213367958068848,8881.837891
6343,0.116165334065755,0.0980140024820964,0.0246042620340983,5775.89209
6344,0.116165334065755,0.0980140024820964,0.0184693336486816,13687.68262
6345,0.116832000732422,0.0976306686401367,0.245408665974935,4917.935547
6346,0.117166000366211,0.0974473342895508,0.243408665974935,4912.468262
6347,0.116832000732422,0.0976306686401367,0.237341328938802,4906.918457
6348,0.117166000366211,0.0974473342895508,0.239407999674479,4918.106934
6349,0.116832000732422,0.0976306686401367,0.231275329589844,4903.161133
6350,0.117166000366211,0.0974473342895508,0.233374664306641,4907.831543
6351,0.116832000732422,0.0976306686401367,0.225208262125651,4901.255859
6352,0.117166000366211,0.0974473342895508,0.227342132568359,4905.499023
6353,0.116832000732422,0.0976306686401367,0.21914106241862,4901.430176
6354,0.117166000366211,0.0974473342895508,0.221308395385742,4905.039062
6355,0.116832000732422,0.0976306686401367,0.21307373046875,4901.778809
6356,0.117166000366211,0.0974473342895508,0.215274398803711,4906.585449
6357,0.116832000732422,0.0976306686401367,0.207007731119792,4920.489746
6358,0.117166000366211,0.0974473342895508,0.209240397135417,4907.84375
6359,0.116832000732422,0.0976306686401367,0.200942398071289,4922.321777
6360,0.117166000366211,0.0974473342895508,0.203208399454753,4908.387695
6361,0.116832000732422,0.0976306686401367,0.194875727335612,4923.757324
6362,0.117166000366211,0.0974473342895508,0.19717573038737,4908.208008
6363,0.116832000732422,0.0976306686401367,0.188808395385742,4926.691895
6364,0.117166000366211,0.0974473342895508,0.191141728719076,4908.320312
6365,0.116832000732422,0.0976306686401367,0.182741063435872,4934.129883
6366,0.117166000366211,0.0974473342895508,0.185107732137044,4911.216309
6367,0.116832000732422,0.0976306686401367,0.176673731486003,4944.449219
6368,0.117166000366211,0.0974473342895508,0.17907373046875,4919.196289
6369,0.116832000732422,0.0976306686401367,0.170607732137044,4936.915039
6370,0.117166000366211,0.0974473342895508,0.17304106648763,4932.338379
6371,0.116832000732422,0.0976306686401367,0.164540400187174,4951.629883
6372,0.117166000366211,0.0974473342895508,0.167007731119792,4946.668945
6373,0.116832000732422,0.0976306686401367,0.15847373453776,4955.971191
6374,0.117166000366211,0.0974473342895508,0.16097373453776,4954.144531
6375,0.116832000732422,0.0976306686401367,0.152407063802083,4945.208496
6376,0.117166000366211,0.0974473342895508,0.154940399169922,4949.481934
6377,0.116832000732422,0.0976306686401367,0.146339731852214,4920.086426
6378,0.117166000366211,0.0974473342895508,0.148906397501628,4931.82373
6379,0.116832000732422,0.0976306686401367,0.140273066202799,4897.297852
6380,0.117166000366211,0.0974473342895508,0.142873067220052,4912.787109
6381,0.116832000732422,0.0976306686401367,0.13420573425293,4881.885742
6382,0.117166000366211,0.0974473342895508,0.136839731852214,4897.720703
6383,0.116832000732422,0.0976306686401367,0.128139068603516,4872.229004
6384,0.117166000366211,0.0974473342895508,0.130806401570638,4887.316406
6385,0.116832000732422,0.0976306686401367,0.12207240041097,4852.866699
6386,0.117166000366211,0.0974473342895508,0.124772399902344,4876.135742
6387,0.116832000732422,0.0976306686401367,0.116006401062012,4835.338379
6388,0.117166000366211,0.0974473342895508,0.118739067077637,4856.828613
6389,0.116832000732422,0.0976306686401367,0.109940399169922,4836.297852
6390,0.117166000366211,0.0974473342895508,0.112706400553385,4845.983398
6391,0.116832000732422,0.0976306686401367,0.103873064676921,4851.077148
6392,0.117166000366211,0.0974473342895508,0.106673065185547,4854.015137
6393,0.116832000732422,0.0976306686401367,0.0978057327270508,4849.877441
6394,0.117166000366211,0.0974473342895508,0.100639066060384,4850.521484
6395,0.116832000732422,0.0976306686401367,0.091738400777181,4829.966309
6396,0.117166000366211,0.0974473342895508,0.0946050669352214,4815.216797
6397,0.116832000732422,0.0976306686401367,0.0856710688273112,4830.630859
6398,0.117166000366211,0.0974473342895508,0.0885710678100586,4801.037109
6399,0.116832000732422,0.0976306686401367,0.0796050669352214,4842.160645
6400,0.117166000366211,0.0974473342895508,0.0825377349853516,4828.92041
6401,0.116832000732422,0.0976306686401367,0.0735383987426758,4837.760254
6402,0.117166000366211,0.0974473342895508,0.0765050659179688,4844.984863
6403,0.116832000732422,0.0976306686401367,0.0674717330932617,4802.248047
6404,0.117166000366211,0.0974473342895508,0.0704717330932617,4829.976074
6405,0.116832000732422,0.0976306686401367,0.0614043998718262,4767.608398
6406,0.117166000366211,0.0974473342895508,0.064437733968099,4809.680664
6407,0.116832000732422,0.0976306686401367,0.0553370653788249,4741.39209
6408,0.117166000366211,0.0974473342895508,0.0584037348429362,4785.650391
6409,0.116832000732422,0.0976306686401367,0.0492703997294108,4729.491699
6410,0.117166000366211,0.0974473342895508,0.0523704007466634,4829.844238
6411,0.116832000732422,0.0976306686401367,0.0432037340799967,4806.423828
6412,0.117166000366211,0.0974473342895508,0.0463377367655436,4818.425781
6413,0.116832000732422,0.0976306686401367,0.0371364021301269,5113.731934
6414,0.117166000366211,0.0974473342895508,0.0403037350972494,4810.587891
6415,0.116832000732422,0.0976306686401367,0.0310704027811686,5412.626465
6416,0.117166000366211,0.0974473342895508,0.0342697385152181,4913.607422
6417,0.116832000732422,0.0976306686401367,0.0250042661031087,5775.89209
6418,0.117166000366211,0.0974473342895508,0.0282370694478353,5537.695801
6419,0.116832000732422,0.0976306686401367,0.0189366696675618,8326.064453
6420,0.117166000366211,0.0974473342895508,0.0222041358947754,6278.151367
6421,0.117166000366211,0.0974473342895508,0.0161693356831868,12491.84668
6422,0.117832677205404,0.0970979995727539,0.245442001342773,4921.799316
6423,0.118165354410807,0.096931999206543,0.243475997924805,4917.337402
6424,0.117832677205404,0.0970979995727539,0.237508000691732,4913.714844
6425,0.118165354410807,0.096931999206543,0.239542663574219,4924.35498
6426,0.117832677205404,0.0970979995727539,0.231541330973307,4912.045898
6427,0.118165354410807,0.096931999206543,0.233607996622721,4915.869141
6428,0.117832677205404,0.0970979995727539,0.22557546488444,4912.374023
6429,0.118165354410807,0.096931999206543,0.227675328572591,4915.601074
6430,0.117832677205404,0.0970979995727539,0.219609064737956,4914.827637
6431,0.118165354410807,0.096931999206543,0.221742263793945,4917.38916
6432,0.117832677205404,0.0970979995727539,0.21364106241862,4917.850098
6433,0.118165354410807,0.096931999206543,0.215808395385742,4920.647949
6434,0.117832677205404,0.0970979995727539,0.207674397786458,4935.467773
6435,0.118165354410807,0.096931999206543,0.209874394734701,4924.210449
6436,0.117832677205404,0.0970979995727539,0.201707733154297,4939.805664
6437,0.118165354410807,0.096931999206543,0.203941065470378,4927.216797
6438,0.117832677205404,0.0970979995727539,0.195742396036784,4945.395996
6439,0.118165354410807,0.096931999206543,0.198008397420247,4929.451172
6440,0.117832677205404,0.0970979995727539,0.189775065104167,4953.010742
6441,0.118165354410807,0.096931999206543,0.192075729370117,4932.037598
6442,0.117832677205404,0.0970979995727539,0.183807067871094,4959.778809
6443,0.118165354410807,0.096931999206543,0.186141067504883,4937.232422
6444,0.117832677205404,0.0970979995727539,0.177841064453125,4944.449219
6445,0.118165354410807,0.096931999206543,0.180207733154297,4945.931152
6446,0.117832677205404,0.0970979995727539,0.171874399820964,4950.859375
6447,0.118165354410807,0.096931999206543,0.174274398803711,4952.642578
6448,0.117832677205404,0.0970979995727539,0.165908401489258,4948.499023
6449,0.118165354410807,0.096931999206543,0.168341735839844,4951.518066
6450,0.117832677205404,0.0970979995727539,0.159940399169922,4937.888672
6451,0.118165354410807,0.096931999206543,0.162407735188802,4940.606445
6452,0.117832677205404,0.0970979995727539,0.15397373453776,4923.521484
6453,0.118165354410807,0.096931999206543,0.15647373453776,4924.690918
6454,0.117832677205404,0.0970979995727539,0.148005732218424,4913.818359
6455,0.118165354410807,0.096931999206543,0.150539733886719,4913.812988
6456,0.117832677205404,0.0970979995727539,0.142039733886719,4907.895508
6457,0.118165354410807,0.096931999206543,0.144605733235677,4908.787598
6458,0.117832677205404,0.0970979995727539,0.136073064168294,4902.433594
6459,0.118165354410807,0.096931999206543,0.138673065185547,4906.409668
6460,0.117832677205404,0.0970979995727539,0.130107065836589,4896.675293
6461,0.118165354410807,0.096931999206543,0.132739730834961,4904.356934
6462,0.117832677205404,0.0970979995727539,0.124139734903971,4886.722168
