FaceID,X,Y,Z,Heat Flux
8791,0.146166666666667,0.102766667683919,0.202341725667318,-1754711.52213709
8792,0.145833333333333,0.102467333475749,0.191340393066406,-1722631.96657169
8793,0.146166666666667,0.102766667683919,0.195574391682943,-1754392.27923671
8794,0.145833333333333,0.102467333475749,0.1846083984375,-1723909.12921567
8795,0.146166666666667,0.102766667683919,0.188807729085286,-1755788.63787544
8796,0.145833333333333,0.102467333475749,0.177875066121419,-1726285.09743689
8797,0.146166666666667,0.102766667683919,0.182041732788086,-1758122.654946
8798,0.145833333333333,0.102467333475749,0.171141733805339,-1727988.81954942
8799,0.146166666666667,0.102766667683919,0.175275065104167,-1760080.64681973
8800,0.145833333333333,0.102467333475749,0.164407063802083,-1727928.42854924
8801,0.146166666666667,0.102766667683919,0.168507731119792,-1760998.90245881
8802,0.145833333333333,0.102467333475749,0.157674397786458,-1726707.89800053
8803,0.146166666666667,0.102766667683919,0.161741063435872,-1760667.12349197
8804,0.145833333333333,0.102467333475749,0.150940399169922,-1724945.55252017
8805,0.146166666666667,0.102766667683919,0.154974400838216,-1759025.77179332
8806,0.145833333333333,0.102467333475749,0.14420573425293,-1723223.89357562
8807,0.146166666666667,0.102766667683919,0.148206400553385,-1756155.20605405
8808,0.145833333333333,0.102467333475749,0.137472401936849,-1722399.21173768
8809,0.146166666666667,0.102766667683919,0.14143906656901,-1753086.32664117
8810,0.145833333333333,0.102467333475749,0.1307390721639,-1723246.67033515
8811,0.146166666666667,0.102766667683919,0.134672403971354,-1752192.89069004
8812,0.145833333333333,0.102467333475749,0.12400707244873,-1725516.93694246
8813,0.146166666666667,0.102766667683919,0.127906407674154,-1752151.54754138
8814,0.145833333333333,0.102467333475749,0.117272402445475,-1721823.99163131
8815,0.146166666666667,0.102766667683919,0.121139739990234,-1679972.46510788
8816,0.145833333333333,0.102467333475749,0.110539067586263,-1707525.12954924
8817,0.146166666666667,0.102766667683919,0.114372400919596,-1673961.23635129
8818,0.145833333333333,0.102467333475749,0.103805066426595,-1687505.91075659
8819,0.146166666666667,0.102766667683919,0.107605733235677,-1661428.1868164
8820,0.145833333333333,0.102467333475749,0.0970717341105143,-1666317.08571816
8821,0.146166666666667,0.102766667683919,0.100838399251302,-1645350.88796295
8822,0.145833333333333,0.102467333475749,0.0903390655517578,-1647460.85259658
8823,0.146166666666667,0.102766667683919,0.0940717341105143,-1634563.85932425
8824,0.145833333333333,0.102467333475749,0.0836050669352214,-1655414.31385646
8825,0.146166666666667,0.102766667683919,0.0873057327270508,-1638380.61433083
8826,0.145833333333333,0.102467333475749,0.0768710683186849,-1673794.38386579
8827,0.146166666666667,0.102766667683919,0.0805377349853516,-1637096.2049297
8828,0.145833333333333,0.102467333475749,0.0701383997599284,-1667973.21441967
8829,0.146166666666667,0.102766667683919,0.073771733601888,-1636575.53060667
8830,0.145833333333333,0.102467333475749,0.0634043998718262,-1663475.47910172
8831,0.146166666666667,0.102766667683919,0.0670043983459473,-1635635.65472828
8832,0.145833333333333,0.102467333475749,0.0566710662841797,-1686557.70955219
8833,0.146166666666667,0.102766667683919,0.0602377319335937,-1628667.40716062
8834,0.145833333333333,0.102467333475749,0.0499364000956217,-1688948.56509976
8835,0.146166666666667,0.102766667683919,0.053470396677653,-1620063.24590468
8836,0.145833333333333,0.102467333475749,0.0432037340799967,-1447348.00251028
8837,0.146166666666667,0.102766667683919,0.0467037340799967,-1380824.68536193
8838,0.145833333333333,0.102467333475749,0.036470396677653,-256838.982580631
8839,0.146166666666667,0.102766667683919,0.0399370663960775,-757331.40176051
8840,0.146833333333333,0.10338333384196,0.245174667358398,-1677703.58910366
8841,0.146833333333333,0.10338333384196,0.238341328938802,-1676633.43559482
8842,0.147166666666667,0.103700665791829,0.242874664306641,-1665654.7172646
8843,0.146833333333333,0.10338333384196,0.231507995605469,-1676548.01152882
8844,0.147166666666667,0.103700665791829,0.236008661905924,-1664895.05898128
8845,0.146833333333333,0.10338333384196,0.224674794514974,-1676088.2855551
8846,0.147166666666667,0.103700665791829,0.229141326904297,-1664825.05963278
8847,0.146833333333333,0.10338333384196,0.217841064453125,-1675658.58239329
8848,0.147166666666667,0.103700665791829,0.222274927775065,-1664527.49422132
8849,0.146833333333333,0.10338333384196,0.211007731119792,-1676435.8309174
8850,0.147166666666667,0.103700665791829,0.215407063802083,-1705879.48932231
8851,0.146833333333333,0.10338333384196,0.204175059000651,-1678127.78035409
8852,0.147166666666667,0.103700665791829,0.208541061401367,-1706467.49210108
8853,0.146833333333333,0.10338333384196,0.197341725667318,-1679901.38146093
8854,0.147166666666667,0.103700665791829,0.201675059000651,-1707066.37112174
8855,0.146833333333333,0.10338333384196,0.190508397420247,-1681212.6990776
8856,0.147166666666667,0.103700665791829,0.194808395385742,-1707616.75581662
8857,0.146833333333333,0.10338333384196,0.183675069173177,-1681578.59483387
8858,0.147166666666667,0.103700665791829,0.187942403157552,-1708363.46464516
8859,0.146833333333333,0.10338333384196,0.176841064453125,-1681349.72379423
8860,0.147166666666667,0.103700665791829,0.181074401855469,-1709893.79866114
8861,0.146833333333333,0.10338333384196,0.170007731119792,-1680941.06569005
8862,0.147166666666667,0.103700665791829,0.174207733154297,-1711454.3184547
8863,0.146833333333333,0.10338333384196,0.163174397786458,-1680817.11587833
8864,0.147166666666667,0.103700665791829,0.167340398152669,-1711916.96691503
8865,0.146833333333333,0.10338333384196,0.156341069539388,-1680896.28592869
8866,0.147166666666667,0.103700665791829,0.160474400838216,-1710850.70941614
8867,0.146833333333333,0.10338333384196,0.14950639851888,-1681729.02046046
8868,0.147166666666667,0.103700665791829,0.153607065836589,-1709456.61009876
8869,0.146833333333333,0.10338333384196,0.142672398885091,-1683210.57740171
8870,0.147166666666667,0.103700665791829,0.146739064534505,-1708689.59547435
8871,0.146833333333333,0.10338333384196,0.135839070638021,-1684557.48907533
8872,0.147166666666667,0.103700665791829,0.139872400919596,-1708490.25290926
8873,0.146833333333333,0.10338333384196,0.129005739847819,-1684088.54599935
8874,0.147166666666667,0.103700665791829,0.133005071004232,-1708890.2066867
8875,0.146833333333333,0.10338333384196,0.122172406514486,-1679972.46510788
8876,0.147166666666667,0.103700665791829,0.126139071146647,-1654307.32862991
8877,0.146833333333333,0.10338333384196,0.115339068094889,-1673961.23635129
8878,0.147166666666667,0.103700665791829,0.11927173614502,-1651254.63559283
8879,0.146833333333333,0.10338333384196,0.10850639851888,-1661428.1868164
8880,0.147166666666667,0.103700665791829,0.112406400044759,-1648557.24581243
8881,0.146833333333333,0.10338333384196,0.101672398885091,-1645350.88796295
8882,0.147166666666667,0.103700665791829,0.105539731343587,-1646815.93274205
